id,status,target_surface,app_category,app_subcategory,title,price_text,price_value,currency,city,country,seller,phone,description,image_urls,source_site,source_url,scraped_at,make,model,trim,year,condition,transmission,color,mileage_km,attributes
jacars-2505834,pending,vehicles,vehicles,cars,"Honda Stepwgn Spada 2,0L 2018","JA$ 3,350,000",3350000,JMD,Saint Andrew,Jamaica,Andre,,"Honda Stepwgn Spada 2,0L 2018 - JA$ 3,350,000 - Saint Andrew - 3 days ago",https://cdn2.jacars.net/media/cache/c2/74/c274ffda2d1b6ffdb200aef9a3d51950.webp|https://cdn2.jacars.net/media/cache/75/60/75601afcaf86662a7d9af2b8cb539a2a.webp|https://cdn2.jacars.net/media/cache/e7/cb/e7cb0d70df5949cda3b31958bbdc824e.webp|https://cdn2.jacars.net/media/cache/9b/d3/9bd3094dd705555a8ae3d54ca484df73.webp|https://cdn2.jacars.net/media/cache/07/11/0711ecfa1dd21cda0dd76ee0902c733f.webp|https://cdn2.jacars.net/media/cache/86/de/86de738afa8fa3e1b5082dd7a697ed29.webp|https://cdn2.jacars.net/media/cache/de/4d/de4d93b61948268131ea163206d79077.webp|https://cdn2.jacars.net/media/cache/b9/9c/b99c6f5e981cd95496edd96349898836.webp|https://cdn2.jacars.net/media/cache/d9/05/d90555f5fda148b843c565adbfecdfc3.webp|https://cdn2.jacars.net/media/cache/b8/1c/b81c34394f0eab7b94df48daf80e19d3.webp,JACars Vehicles,/adv/2505834_honda-stepwgn-spada-2-0l-2018/,2026-05-05T19:59:25.493Z,Honda,Stepwgn Spada,,2018,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2510715,pending,vehicles,vehicles,cars,"Hyundai Tucson 2,0L 2013","JA$ 1,200,000",1200000,JMD,Kingston,Jamaica,JACars Vehicles,,"Hyundai Tucson 2,0L 2013 - JA$ 1,200,000 - Kingston - 3 days ago",https://cdn2.jacars.net/media/cache/60/13/6013e094c2d0f3dbb29c18e91f7a8175.webp|https://cdn2.jacars.net/media/cache/ef/27/ef27a8aafd9bb3d53c30028e3ce26fc7.webp|https://cdn2.jacars.net/media/cache/21/2b/212b32bc51439f39eab231a1b512be8f.webp|https://cdn2.jacars.net/media/cache/11/af/11af44bd05d322df8b215ad5a42ba515.webp|https://cdn2.jacars.net/media/cache/51/23/51231899d9ff11ab38ce2556ff627006.webp|https://cdn2.jacars.net/media/cache/d3/88/d38800b2e458b07212ed164b5c2c7adc.webp|https://cdn2.jacars.net/media/cache/93/aa/93aaccb43099281bb1901a4e33820fe1.webp|https://cdn2.jacars.net/media/cache/8e/a0/8ea020938df0c48b3b3da0dbf4f56fb0.webp,JACars Vehicles,/adv/2510715_hyundai-tucson-2-0l-2013/,2026-05-05T19:59:25.493Z,Hyundai,Tucson,,2013,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2510714,pending,vehicles,vehicles,cars,"Subaru Impreza 1,6L 2017","JA$ 1,090,000",1090000,JMD,Kingston,Jamaica,MOTORSOURCE,,"Subaru Impreza 1,6L 2017 - JA$ 1,090,000 - Kingston - 3 days ago",https://cdn2.jacars.net/media/cache/8d/a9/8da937e4bcfd53884d0d35f8a57b0362.webp|https://cdn2.jacars.net/media/cache/50/aa/50aae67efe0f7ca0722a8c1d9bf7797f.webp|https://cdn2.jacars.net/media/cache/dc/20/dc2083a9deba1acca64ebbfa9f782974.webp|https://cdn2.jacars.net/media/cache/1f/47/1f47f4845b72d216e9b37c57aa0b9621.webp|https://cdn2.jacars.net/media/cache/12/28/12287fcfd8e28aafc29dd5ddd036a0f6.webp|https://cdn2.jacars.net/media/cache/69/2f/692f5ce94de10550a3a2152abf02bc28.webp|https://cdn2.jacars.net/media/cache/ba/6f/ba6faf0326d160d86e81e9903a81c759.webp,JACars Vehicles,/adv/2510714_subaru-impreza-1-6l-2017/,2026-05-05T19:59:25.493Z,Subaru,Impreza,,2017,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2510613,pending,vehicles,vehicles,cars,"BMW 4-Series 2,0L 2018","JA$ 3,500,000",3500000,JMD,Kingston,Jamaica,JACars Vehicles,,"BMW 4-Series 2,0L 2018 - JA$ 3,500,000 - Kingston - 3 days ago",https://cdn2.jacars.net/media/cache/8d/4f/8d4f5e128d3cf9fa17d4d07e99bba9ec.webp|https://cdn2.jacars.net/media/cache/d4/19/d419029105ca423d7eda6c9cc31684b9.webp|https://cdn2.jacars.net/media/cache/37/63/3763c6a8e748cc25f6b1fff47334bba1.webp|https://cdn2.jacars.net/media/cache/5a/de/5aded7b6c132930cbb91ea779eee0a8d.webp|https://cdn2.jacars.net/media/cache/27/88/27880dc2c88bb24120bb941351f10598.webp|https://cdn2.jacars.net/media/cache/b9/56/b956f5758d74483e59ce44c9870c46bc.webp|https://cdn2.jacars.net/media/cache/d2/eb/d2eb147b9215348f79cfd5ead32675a7.webp,JACars Vehicles,/adv/2510613_bmw-4-series-2-0l-2018/,2026-05-05T19:59:25.493Z,BMW,4-Series,,2018,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2504118,pending,vehicles,vehicles,cars,"Toyota Noah 2,0L 2019",Call for price,0,JMD,Saint Ann,Jamaica,Steel Wheel Auto Limited,,"Toyota Noah 2,0L 2019 - Call for price - Saint Ann - 3 days ago",https://cdn2.jacars.net/media/cache/cb/f0/cbf06382673bf22d8c86afea74693f1b.webp|https://cdn2.jacars.net/media/cache/bd/63/bd63295cbd01b422edf14b0a574d7e48.webp|https://cdn2.jacars.net/media/cache/90/0a/900a0dcf7d61a932c1a13dcd5d06c09d.webp|https://cdn2.jacars.net/media/cache/f6/bb/f6bb299bdcc8dec8a7258cfda00daeb3.webp|https://cdn2.jacars.net/media/cache/b4/9b/b49b7d4598026c3cabab2cc51ebe6150.webp|https://cdn2.jacars.net/media/cache/7e/2f/7e2f3c330c2c8861006b0b7fe10a8116.webp|https://cdn2.jacars.net/media/cache/1e/3a/1e3ae97bece833a687018ded59d1534e.webp|https://cdn2.jacars.net/media/cache/48/b4/48b488bfced279e94eb888750facca8e.webp|https://cdn2.jacars.net/media/cache/57/f1/57f143be321147eddd8da84dee75fcf2.webp,JACars Vehicles,/adv/2504118_toyota-noah-2-0l-2019/,2026-05-05T19:59:25.493Z,Toyota,Noah,,2019,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2510738,pending,vehicles,vehicles,cars,"Honda Vezel 1,5L 2015","JA$ 1,780,000",1780000,JMD,Kingston,Jamaica,Morris & Wright Auto Ltd,,"Honda Vezel 1,5L 2015 - JA$ 1,780,000 - Kingston - 2 days ago",https://cdn2.jacars.net/media/cache/50/8f/508f07cc32ea7060400379c4cbc6635d.webp|https://cdn2.jacars.net/media/cache/eb/66/eb66376a0698dd1dc4710cbda71dce9f.webp|https://cdn2.jacars.net/media/cache/2c/7e/2c7e505d185a25fa7705e9ec348ae736.webp|https://cdn2.jacars.net/media/cache/df/9d/df9d8b564144eabecd97855a06494742.webp|https://cdn2.jacars.net/media/cache/44/92/4492411be8c863dfcc5961d46c86a062.webp|https://cdn2.jacars.net/media/cache/ec/b8/ecb8c6154faee84aa9126dbac102f8ef.webp|https://cdn2.jacars.net/media/cache/36/b7/36b79ab06a75a69c4396088be2bcba48.webp|https://cdn2.jacars.net/media/cache/6a/4b/6a4b97adfd395963d083fff1f1f7315c.webp|https://cdn2.jacars.net/media/cache/e9/51/e951c12e278e5f3dd1e5e40c84fb4f85.webp|https://cdn2.jacars.net/media/cache/3e/26/3e2667518ba966f2adbab566098b9748.webp,JACars Vehicles,/adv/2510738_honda-vezel-1-5l-2015/,2026-05-05T19:59:25.492Z,Honda,Vezel,,2015,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2503524,pending,vehicles,vehicles,cars,"BMW X4 3,0L 2019","JA$ 10,800,000 JA$ 11,450,000",1080000011450000,JMD,Saint Ann,Jamaica,JACars Vehicles,,"BMW X4 3,0L 2019 - JA$ 10,800,000 JA$ 11,450,000 - Saint Ann - 2 days ago",https://cdn2.jacars.net/media/cache/d7/7b/d77bd85778ad521faad3a3fde0a60cd2.webp|https://cdn2.jacars.net/media/cache/bf/5b/bf5b6bfe2c27748968b3cec95c95dbba.webp|https://cdn2.jacars.net/media/cache/b8/7d/b87d1b21a58d4d12533b862288007bb0.webp|https://cdn2.jacars.net/media/cache/db/f8/dbf802df63d207183e99f5d3a843dc7f.webp|https://cdn2.jacars.net/media/cache/df/db/dfdbec981926567135a521b6fc706256.webp|https://cdn2.jacars.net/media/cache/b3/4a/b34a60b6c2ba22a1621ec50e16d8bc0e.webp|https://cdn2.jacars.net/media/cache/c1/cc/c1cc6f0067257fd59192400384f22ccd.webp|https://cdn2.jacars.net/media/cache/e5/04/e5046545c1f8ed087bfba8a6a863b897.webp|https://cdn2.jacars.net/media/cache/01/b9/01b9a663cb146d5742d297191e41e238.webp|https://cdn2.jacars.net/media/cache/68/61/686176f95aebb8390a7359cde10c7ba3.webp|https://cdn2.jacars.net/media/cache/7f/94/7f9418089d729442a56dceb51e756da6.webp|https://cdn2.jacars.net/media/cache/35/a1/35a1bf4901b515748fbc91044da2079e.webp,JACars Vehicles,/adv/2503524_bmw-x4-3-0l-2019/,2026-05-05T19:59:25.492Z,BMW,X4,,2019,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2509108,pending,vehicles,vehicles,cars,"Toyota Crown Athlete 2,5L 2016","JA$ 3,300,000",3300000,JMD,Saint Elizabeth,Jamaica,Swabys Auto Sales & Import,,"Toyota Crown Athlete 2,5L 2016 - JA$ 3,300,000 - Saint Elizabeth - 3 days ago",https://cdn2.jacars.net/media/cache/72/47/72470e069def5416e30264171983407d.webp|https://cdn2.jacars.net/media/cache/0f/17/0f175a7549ce75c6ac5717402874a332.webp|https://cdn2.jacars.net/media/cache/40/1f/401f93d7d281fe6b0f9f3034c972441f.webp|https://cdn2.jacars.net/media/cache/95/27/9527bb5e2b05af74941d7a02fef87e48.webp|https://cdn2.jacars.net/media/cache/c5/29/c52944eb2c6143243b623a79f4182f4e.webp|https://cdn2.jacars.net/media/cache/b6/ee/b6eea4e1e8bb39603b65d150ed95c0f2.webp|https://cdn2.jacars.net/media/cache/47/cd/47cdb5710f723800eab290cce3b262e0.webp|https://cdn2.jacars.net/media/cache/e7/cc/e7cc7b21d974df1a6000220bfd1fd33c.webp|https://cdn2.jacars.net/media/cache/62/fb/62fbaf1b15d98686976204a3de7c0ccb.webp|https://cdn2.jacars.net/media/cache/85/78/857890a533ca26f6228a529619367524.webp|https://cdn2.jacars.net/media/cache/f8/8e/f88e09ebbe5b4ad7930531f7a2b40722.webp|https://cdn2.jacars.net/media/cache/37/09/3709b6cf92728fd8a00105501f32ecb4.webp|https://cdn2.jacars.net/media/cache/c7/ff/c7ffd88d45e404eac73697e27367b694.webp|https://cdn2.jacars.net/media/cache/f0/70/f0700d7e5d5e2bfa3ebcd364ca703a33.webp,JACars Vehicles,/adv/2509108_toyota-crown-athlete-2-5l-2016/,2026-05-05T19:59:25.492Z,Toyota,Crown Athlete,,2016,used,,,,"{""sourceDate"":""3 days ago"",""parser"":""jacars""}"
jacars-2499647,pending,vehicles,vehicles,cars,"Hyundai Palisade 2,2L 2022","JA$ 7,900,000 JA$ 9,000,000",79000009000000,JMD,Saint Ann,Jamaica,JACars Vehicles,,"Hyundai Palisade 2,2L 2022 - JA$ 7,900,000 JA$ 9,000,000 - Saint Ann - 2 days ago",https://cdn2.jacars.net/media/cache/1e/c8/1ec8bea063f1c7ffbc4dabd25b49d358.webp|https://cdn2.jacars.net/media/cache/65/74/6574645db7404e06114ecddb27e9970e.webp|https://cdn2.jacars.net/media/cache/46/e6/46e6719495ef2286593fe978549e7eea.webp|https://cdn2.jacars.net/media/cache/77/67/7767a7f27d8d5e07249a0fed12acf21d.webp|https://cdn2.jacars.net/media/cache/fe/98/fe9800e1f303758746040ef2c818cd00.webp|https://cdn2.jacars.net/media/cache/a9/72/a9722fe685faef4b1e772d5ca9208a9d.webp|https://cdn2.jacars.net/media/cache/2b/6c/2b6c0e721ada905cd739d8f2e4a555fb.webp|https://cdn2.jacars.net/media/cache/77/c5/77c56f41c878a75e61e543249e1c912f.webp|https://cdn2.jacars.net/media/cache/7f/14/7f145d83e177f22185b39ea5f85e9861.webp|https://cdn2.jacars.net/media/cache/ed/c3/edc35a7832c94f9f4fd2999a09e0b843.webp|https://cdn2.jacars.net/media/cache/93/ec/93ec46b9b403a468085e4d50ecef06c2.webp|https://cdn2.jacars.net/media/cache/f7/92/f7924eabbd9cb90a440e58c9a408124e.webp|https://cdn2.jacars.net/media/cache/41/dc/41dcd2634237cb0e11fe979f8219e56f.webp|https://cdn2.jacars.net/media/cache/3b/a6/3ba64a55e0f93c7dab2ab9c994e35bab.webp|https://cdn2.jacars.net/media/cache/43/9e/439e85e1b6da426e6e46181ad361b9b3.webp|https://cdn2.jacars.net/media/cache/d0/5e/d05e11e4ea7a15add4ae02f4dbe20075.webp,JACars Vehicles,/adv/2499647_hyundai-palisade-2-2l-2022/,2026-05-05T19:59:25.491Z,Hyundai,Palisade,,2022,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2504932,pending,vehicles,vehicles,cars,"Toyota Corolla Cross 1,8L 2022","JA$ 4,600,000",4600000,JMD,Saint Elizabeth,Jamaica,JACars Vehicles,,"Toyota Corolla Cross 1,8L 2022 - JA$ 4,600,000 - Saint Elizabeth - 2 days ago",https://cdn2.jacars.net/media/cache/d0/19/d01933ccb481df366875bb0b4b6baa9f.webp|https://cdn2.jacars.net/media/cache/93/63/9363b840e43dffd0db75ccd1c39324df.webp|https://cdn2.jacars.net/media/cache/0b/38/0b384768c5a1581248b942cce90fd1dc.webp|https://cdn2.jacars.net/media/cache/ab/3c/ab3c79b2499acf4e56b8f3dd49508eac.webp|https://cdn2.jacars.net/media/cache/6a/22/6a22afe082aa5c9e4ea63179887141ac.webp|https://cdn2.jacars.net/media/cache/04/6a/046ae020d2acff43f5b0a9e4748f2f15.webp|https://cdn2.jacars.net/media/cache/97/5d/975d3a801c3318758235af394f13a933.webp|https://cdn2.jacars.net/media/cache/d8/53/d8533baab414fa31b2a2bd3c27f5c240.webp|https://cdn2.jacars.net/media/cache/df/22/df22e16e187b554f2600df368cc53066.webp,JACars Vehicles,/adv/2504932_toyota-corolla-cross-1-8l-2022/,2026-05-05T19:59:25.491Z,Toyota,Corolla Cross,,2022,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2510739,pending,vehicles,vehicles,cars,"Toyota RAV4 1,6L 2014","JA$ 2,290,000",2290000,JMD,Kingston,Jamaica,Morris & Wright Auto Ltd,,"Toyota RAV4 1,6L 2014 - JA$ 2,290,000 - Kingston - 2 days ago",https://cdn2.jacars.net/media/cache/a3/87/a3876961a3796d1b5a9d8573eba25162.webp|https://cdn2.jacars.net/media/cache/17/6a/176aae747e890db0e3b800352b32a8aa.webp|https://cdn2.jacars.net/media/cache/66/25/6625276be22aeb8cecaed9e90c9125ef.webp|https://cdn2.jacars.net/media/cache/2e/1e/2e1ed72984b7229d2aa525d60cae6548.webp|https://cdn2.jacars.net/media/cache/06/a8/06a86a1254282cc6e3b57b1f9f0ba524.webp|https://cdn2.jacars.net/media/cache/8a/73/8a73e6bbb5a33ed10ae1f4902f77fa4a.webp|https://cdn2.jacars.net/media/cache/4c/59/4c596a427b23772ec0452f916afd52a4.webp|https://cdn2.jacars.net/media/cache/dd/4c/dd4c6d6144d5978d5539b2d1f398edef.webp|https://cdn2.jacars.net/media/cache/ed/f4/edf4bf1fbe1644451960b5281cac0c9e.webp|https://cdn2.jacars.net/media/cache/3e/26/3e2667518ba966f2adbab566098b9748.webp,JACars Vehicles,/adv/2510739_toyota-rav4-1-6l-2014/,2026-05-05T19:59:25.491Z,Toyota,RAV4,,2014,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2510786,pending,vehicles,vehicles,cars,"Toyota Axio 1,6L 2019","JA$ 2,100,000",2100000,JMD,Saint Catherine,Jamaica,JACars Vehicles,,"Toyota Axio 1,6L 2019 - JA$ 2,100,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/3b/17/3b177e6a0f4a8bcac8825167a2cde5f6.webp|https://cdn2.jacars.net/media/cache/22/11/22111ff5905b93889c0dde9884ef5a53.webp|https://cdn2.jacars.net/media/cache/68/e1/68e166633fb08c5a4302af95a5b3036b.webp|https://cdn2.jacars.net/media/cache/3b/d0/3bd0c33178664d31a7a45a270fa26c04.webp|https://cdn2.jacars.net/media/cache/02/6d/026d94d5e9d8a0ec1ad38c968f82e0cc.webp|https://cdn2.jacars.net/media/cache/34/aa/34aa34a5ea6b698bb77ee33866cae2a8.webp|https://cdn2.jacars.net/media/cache/67/93/679333d18b7ec7b7b5a52498a37a3272.webp|https://cdn2.jacars.net/media/cache/73/5a/735aff85ebd266b30049e142cebcf126.webp|https://cdn2.jacars.net/media/cache/ce/2e/ce2eb179cfda7b2c5adce640c8450b90.webp|https://cdn2.jacars.net/media/cache/06/d9/06d986f516c46ae29de03382b15b3059.webp|https://cdn2.jacars.net/media/cache/df/a0/dfa0056c6c298537e1771b117971d2d2.webp|https://cdn2.jacars.net/media/cache/a5/60/a56087a2867b39ae4c9159bb0f70b6db.webp|https://cdn2.jacars.net/media/cache/3a/20/3a205525afb91ceec230bb4c2331c2a3.webp,JACars Vehicles,/adv/2510786_toyota-axio-1-6l-2019/,2026-05-05T19:59:25.490Z,Toyota,Axio,,2019,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2510775,pending,vehicles,vehicles,cars,"Mitsubishi Lancer 2,0L 2016","JA$ 850,000",850000,JMD,Saint Catherine,Jamaica,JACars Vehicles,,"Mitsubishi Lancer 2,0L 2016 - JA$ 850,000 - Saint Catherine - 2 days ago",https://cdn2.jacars.net/media/cache/94/9b/949b99a17d0485746205ce858352eb63.webp|https://cdn2.jacars.net/media/cache/9f/7d/9f7d99c5813ba9550317c182f06a2ead.webp|https://cdn2.jacars.net/media/cache/d6/57/d657893cf34e738e86a964576a3098df.webp|https://cdn2.jacars.net/media/cache/45/02/45023f7ce0329448630814f92586d969.webp|https://cdn2.jacars.net/media/cache/af/e9/afe9b15245e32428174f10515680446b.webp|https://cdn2.jacars.net/media/cache/0f/96/0f96fa1d9323d7b5367d1d4fba230be5.webp|https://cdn2.jacars.net/media/cache/94/44/94442a723fa79accf688d9791dfff84c.webp|https://cdn2.jacars.net/media/cache/4c/e4/4ce48a75749499282e7061bb08a975ca.webp|https://cdn2.jacars.net/media/cache/56/e7/56e7ee23e83f3b87326f246a24f4b55d.webp|https://cdn2.jacars.net/media/cache/33/c3/33c3b5d1ed085ff8ba13548074af4ae0.webp|https://cdn2.jacars.net/media/cache/2f/31/2f31e67ef6e9399eab7d6da4b6112a8f.webp|https://cdn2.jacars.net/media/cache/cf/e2/cfe2bfc14499e61c5bc7b4880cf80e63.webp|https://cdn2.jacars.net/media/cache/98/47/98475dc54eab2c859172ea4ca79608c0.webp|https://cdn2.jacars.net/media/cache/0a/c4/0ac4949bc5c94fdb6f81e3a9185ca1ce.webp|https://cdn2.jacars.net/media/cache/6c/ef/6cef1e6711bf07ec378ee9e084b7a9d3.webp,JACars Vehicles,/adv/2510775_mitsubishi-lancer-2-0l-2016/,2026-05-05T19:59:25.490Z,Mitsubishi,Lancer,,2016,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2510770,pending,vehicles,vehicles,cars,"Honda Fit 1,3L 2012","JA$ 965,000",965000,JMD,Manchester,Jamaica,Starr,,"Honda Fit 1,3L 2012 - JA$ 965,000 - Manchester - 2 days ago",https://cdn2.jacars.net/media/cache/78/4d/784dd1d4ef546110147dc60112295021.webp|https://cdn2.jacars.net/media/cache/9c/6e/9c6e51c297965ddf7dc74380a325d237.webp|https://cdn2.jacars.net/media/cache/fe/9e/fe9ebcf05a3d53623b4dc16bd0781e5c.webp|https://cdn2.jacars.net/media/cache/88/09/8809c1dffd42669b8c62305d61ba2917.webp|https://cdn2.jacars.net/media/cache/d7/31/d731d7ed185155bb7aae136e7ada2bfc.webp|https://cdn2.jacars.net/media/cache/f1/9f/f19f24fb48d07bf303034e857a21e8fc.webp|https://cdn2.jacars.net/media/cache/ae/8d/ae8dbf301bd7a59ef7ab9800042b5ac3.webp|https://cdn2.jacars.net/media/cache/e4/2f/e42f50b42ee724da7ca912766365a37a.webp|https://cdn2.jacars.net/media/cache/b4/7d/b47dd8a58dbd18a7279137daac0d48cb.webp|https://cdn2.jacars.net/media/cache/8e/96/8e96e5e292f3b97efe64eedeb67ec9ce.webp|https://cdn2.jacars.net/media/cache/db/a9/dba91887267c8f02e44933e105f99c56.webp|https://cdn2.jacars.net/media/cache/17/2f/172f2863495cb2714973375c2e326299.webp|https://cdn2.jacars.net/media/cache/e2/b8/e2b8c58c01db28ab12b107af698b1fd1.webp|https://cdn2.jacars.net/media/cache/24/36/2436b4ec2bb51dc9f68650964ffdd84a.webp,JACars Vehicles,/adv/2510770_honda-fit-1-3l-2012/,2026-05-05T19:59:25.490Z,Honda,Fit,,2012,used,,,,"{""sourceDate"":""2 days ago"",""parser"":""jacars""}"
jacars-2510797,pending,vehicles,vehicles,cars,"BMW X6 3,0L 2016","JA$ 6,000,000",6000000,JMD,Saint Catherine,Jamaica,JACars Vehicles,,"BMW X6 3,0L 2016 - JA$ 6,000,000 - Saint Catherine - Yesterday",https://cdn2.jacars.net/media/cache/59/92/599242c25971107cadd891899df57783.webp|https://cdn2.jacars.net/media/cache/3d/c1/3dc1e6624fa1e1c0fe201a509d9fd62f.webp|https://cdn2.jacars.net/media/cache/40/12/4012cba9c6d696820e23138cf7d044cf.webp|https://cdn2.jacars.net/media/cache/1b/7f/1b7fdfd06eb6a6dde88843c9bda16a23.webp|https://cdn2.jacars.net/media/cache/bd/2b/bd2bf2a6564302571dd5a19a0b5b2a02.webp|https://cdn2.jacars.net/media/cache/9c/1c/9c1cc0796c19b951b40a22f4fc3d7f03.webp|https://cdn2.jacars.net/media/cache/76/bd/76bd8f76f47606a12f71f8f1b1381345.webp|https://cdn2.jacars.net/media/cache/33/53/33532469c30842b7b9ea914e87fe182e.webp|https://cdn2.jacars.net/media/cache/f1/5a/f15af7dfc750b074d099671cea506c61.webp|https://cdn2.jacars.net/media/cache/1c/78/1c7888cc615299ca104bf76b32390b38.webp|https://cdn2.jacars.net/media/cache/5a/6c/5a6cd4b64d31930c4fec57e5ef8fb420.webp|https://cdn2.jacars.net/media/cache/fc/0d/fc0ded03f769fa16ae17f2b37c9421e1.webp|https://cdn2.jacars.net/media/cache/1b/98/1b98cf8a2229165a1267111d625b15c7.webp|https://cdn2.jacars.net/media/cache/b3/aa/b3aa83fe9770c0d56f9c82aa65bc37c4.webp|https://cdn2.jacars.net/media/cache/d6/e4/d6e4418cb60b73d23568bd4aa08d0999.webp,JACars Vehicles,/adv/2510797_bmw-x6-3-0l-2016/,2026-05-05T19:59:25.489Z,BMW,X6,,2016,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2502864,pending,vehicles,vehicles,cars,"Toyota Probox 1,3L 2020","JA$ 1,930,000",1930000,JMD,Kingston,Jamaica,Karmanjahni Company Ltd,,"Toyota Probox 1,3L 2020 - JA$ 1,930,000 - Kingston - Yesterday",https://cdn2.jacars.net/media/cache/66/a3/66a347d0d84c9a93ea217311dd003707.webp|https://cdn2.jacars.net/media/cache/5e/70/5e7010d0402afb15b17c6961179a3cbc.webp|https://cdn2.jacars.net/media/cache/b5/01/b501053c8dd0c5e1a991eeaee629c264.webp|https://cdn2.jacars.net/media/cache/d4/c4/d4c48d823b07cbf5c6ec8a56bf165b15.webp|https://cdn2.jacars.net/media/cache/d6/aa/d6aa7c313568a424ff6e0861cc8f7e70.webp|https://cdn2.jacars.net/media/cache/23/00/2300b72df2abd120d6bcc19ca402b304.webp|https://cdn2.jacars.net/media/cache/6c/30/6c30daba287c9c16395338e0b74b4c20.webp|https://cdn2.jacars.net/media/cache/16/4c/164c7cc14293290ca62b85cda9b9fb58.webp|https://cdn2.jacars.net/media/cache/ee/cb/eecb9e079558999b07cd8be43d1743a7.webp|https://cdn2.jacars.net/media/cache/b8/e5/b8e5ccff62ae829e01b3f50ffccd8d4c.webp|https://cdn2.jacars.net/media/cache/2b/f8/2bf8de6a79d15331983832e374f7cc97.webp|https://cdn2.jacars.net/media/cache/74/31/74312a24c7d5762e0dc576530e806526.webp,JACars Vehicles,/adv/2502864_toyota-probox-1-5l-2020/,2026-05-05T19:59:25.489Z,Toyota,Probox,,2020,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
jacars-2506649,pending,vehicles,vehicles,cars,"BMW 3-Series 2,0L 2017","JA$ 3,290,000",3290000,JMD,Manchester,Jamaica,AMD Auto Sales Ltd,,"BMW 3-Series 2,0L 2017 - JA$ 3,290,000 - Manchester - Yesterday",https://cdn2.jacars.net/media/cache/3e/ab/3eab70449f1488b5534b3df95077e2f4.webp|https://cdn2.jacars.net/media/cache/f3/65/f365c1e0a2aecaa7777312c7b14608b2.webp|https://cdn2.jacars.net/media/cache/b1/81/b1813b46dc5a493a8e92c70f3eb7437d.webp|https://cdn2.jacars.net/media/cache/f3/5d/f35df8e9fa97c6deb01135f68ac63850.webp|https://cdn2.jacars.net/media/cache/11/70/1170f8153505c6de8330361c44664b7c.webp|https://cdn2.jacars.net/media/cache/c8/76/c87656da1e18556215026f69532ca64e.webp|https://cdn2.jacars.net/media/cache/31/cf/31cf38fdc809757d110f6fb9db7f3ee3.webp|https://cdn2.jacars.net/media/cache/d2/43/d243166ea82e6e93a064b5288febca88.webp|https://cdn2.jacars.net/media/cache/1f/f9/1ff91a50fb8a8f94e0b06146c1d74a5e.webp|https://cdn2.jacars.net/media/cache/a9/74/a9749715375e81544b9cdcab30cbc1ca.webp|https://cdn2.jacars.net/media/cache/d1/1c/d11c3a118281aa32adc9aa2734215f32.webp|https://cdn2.jacars.net/media/cache/bd/74/bd7489728f61e75d49abde89677e2565.webp|https://cdn2.jacars.net/media/cache/65/fe/65fed2a1a80b60eeaec8d339174db157.webp|https://cdn2.jacars.net/media/cache/83/74/83747cdd9acbbd37db24fcb6948d6205.webp|https://cdn2.jacars.net/media/cache/67/b4/67b4ec4691f25be358f5c6e1ce8d6524.webp|https://cdn2.jacars.net/media/cache/57/3d/573de8a55f4f80ffce85d4f3cf85dded.webp|https://cdn2.jacars.net/media/cache/a8/c8/a8c8c27cf9ef0a10bba3a7b33e435dc5.webp|https://cdn2.jacars.net/media/cache/15/ed/15eda10d385298616dece9895f7de77b.webp|https://cdn2.jacars.net/media/cache/82/46/82462c17306fdd434c83df7ef2f8e250.webp|https://cdn2.jacars.net/media/cache/32/8a/328a1acae831d514c8083b8e6d609325.webp|https://cdn2.jacars.net/media/cache/40/3f/403f59d9217563152131135e8a8917f5.webp|https://cdn2.jacars.net/media/cache/da/8e/da8ef23dffb5c9359bc9fb3943b55a6e.webp|https://cdn2.jacars.net/media/cache/80/7f/807f6b4708a1b5380b621a5e1aa4c29f.webp|https://cdn2.jacars.net/media/cache/88/38/88385b2f536c123b933a09d4c94eb319.webp,JACars Vehicles,/adv/2506649_bmw-3-series-2-0l-2017/,2026-05-05T19:59:25.489Z,BMW,3-Series,,2017,used,,,,"{""sourceDate"":""Yesterday"",""parser"":""jacars""}"
